,fecha_no,latitud,longitud,geometry,cp1,cp3,cp5,cp7,cp10,lp15_cp1,lp20_cp1,lp30_cp1,lp40_cp1,lp50_cp1,lp60_cp1,lp90_cp1,lp15_cp3,lp20_cp3,lp30_cp3,lp40_cp3,lp50_cp3,lp60_cp3,lp90_cp3,lp15_cp5,lp20_cp5,lp30_cp5,lp40_cp5,lp50_cp5,lp60_cp5,lp90_cp5,lp15_cp7,lp20_cp7,lp30_cp7,lp40_cp7,lp50_cp7,lp60_cp7,lp90_cp7,lp15_cp10,lp20_cp10,lp30_cp10,lp40_cp10,lp50_cp10,lp60_cp10,lp90_cp10,DEM_mean,slope_mean,aspect_mean,nhd_mean,geo,cober,pre_anual,fecha,mes,pre_mensual
10,2018-11-25,6.206618406734028,-75.67397127328826,POINT (823294.8112779802 1178352.9736295),39.59553169,61.305697978000005,98.931263878,104.470432928,113.197635788,129.90971251,172.429506038,267.08002692,407.563735044,541.083689474,719.076660784,1071.064835098,110.236707762,193.600298548,265.395526864,386.968038096,573.899820586,697.3664944960001,1048.6458198245,87.89337511999999,197.92233818000005,252.711497294,370.067746614,553.5714730459999,685.1886067380001,1017.1776791379998,127.16566189,201.16730648,309.272567514,416.344632334,573.291021546,689.7537856879999,1011.443980828,183.35975946,194.16857707000003,335.395860204,437.909599674,646.264680318,713.836454371,1018.576441118,2015.822265625,20.923793247767858,171.38312639508928,0.20002640996660506,14.0,6.0,2009.2482,2018-11-25,11,201.73386
11,2018-10-06,6.202103515824258,-75.55382732234852,POINT (836594.6136108199 1177814.95043522),15.320165171600005,63.9365400966,80.3460297666,110.6738338766,142.9629620366,159.507701045,219.701917672,310.8392730853,379.7442697453,404.2143009253,430.1060771803001,583.8736389453,139.32206312,184.918047557,284.9158684403,338.2562948203,373.2035661053,418.7611725303,532.9643152602999,132.24022603,175.1454957786,271.8872582903,325.9649701503,361.8412851853,433.0168605603,528.1451597203,134.49443402699998,149.45066936860002,255.4496481903,299.9966238803,335.6016553753,411.0983286403,524.8576210803,113.95878919,154.741492816,240.2986507303,273.3325766603,299.2243529153,391.3029370903,495.9747230803,1784.8759765625,11.758444468180338,269.55010986328125,0.9080158869425455,9.0,8.0,1968.7611,2018-10-06,10,266.4711
12,2019-01-22,6.293918890855151,-75.55740991822039,POINT (836226.5480361397 1187973.01228278),0.0,1.54759044,4.11384614,5.76642835,6.00089773,66.12502967,66.17668291700001,66.176682917,69.28779373699999,72.59928693699999,178.541365408,339.02642057799994,65.188130707,65.188130707,66.767339867,68.29924152699999,77.833499157,184.93291512800005,349.744376588,62.510954877,62.510954877,64.359236717,65.622065697,80.724684124,190.98567396,369.047458998,61.706886367,61.706886367,63.555168207,64.817997187,95.865952134,195.17684215000003,386.89420739,61.706886367,61.70688636700001,63.856671987,68.12949038699999,170.109593158,209.82575551,394.241241234,1481.140713778409,20.416275024414062,286.2422540838068,0.07728916948491876,12.0,7.0,1999.781,2019-01-22,1,77.50231
13,2018-09-05,6.323736827088422,-75.69259115552691,POINT (821273.1973752601 1191316.11366946),25.91335905,27.33605095,27.98357025,36.95325912,59.29059218,47.61895116,56.661440206,117.512534076,216.787732046,258.783117967,264.342214927,448.963859843,47.859000446,85.640297086,150.892074918,239.500551493,254.360511067,259.919608027,448.635366299,47.211481146,84.992777786,153.596686828,243.076764093,257.119308167,298.83978642700004,479.463842939,74.50682088100001,78.572563521,170.025651751,240.036257253,252.100015803,301.085301483,506.6415634890001,56.658875596,56.658875596,173.630512358,221.351809598,231.283490468,303.498598508,524.179951708,2066.6959134615386,28.75976092998798,298.80433067908655,0.9213820237379807,9.0,1.0,1774.0905,2018-09-05,9,200.95364
14,2018-02-02,6.218019541583875,-75.64219881787417,POINT (826816.15505962 1179603.76259398),0.0,0.119752035,3.302946895,3.687088195,3.991501815,28.505039295,41.033931655,192.440766667,268.57880352,268.84708493,384.329586207,664.606577408,39.15813542,49.534975450000005,213.67182963200003,268.68791411,291.986674672,391.605525872,669.751126833,36.30896588,115.782878619,227.547267192,266.13371876,350.951194352,400.128468212,683.936556313,38.18061166,115.070969029,241.714490952,265.42180917,374.829952912,409.180656691,709.756895543,114.385882703,181.630971978,264.627612254,264.736722844,380.338084392,419.553808171,726.635287073,1891.7346754807693,17.59634282038762,120.3420879657452,0.5197958946228027,8.0,6.0,1916.7314,2018-02-02,2,80.493675
15,2018-01-26,6.224414011410818,-75.55810750957555,POINT (836127.66474742 1180284.3389423),0.0,0.55969709,1.71516969,5.98295939,37.83002063,58.414078158,108.706378451,189.424968411,190.507063291,242.788095351,303.13801033849995,507.631077273,95.576892141,129.860077131,189.637025421,189.947366201,248.524087561,312.1196451631,541.13759635,94.421419541,155.884652241,188.70497979100003,197.289923681,250.628342961,312.5710256831,545.75511125,116.810063481,165.78539970100002,184.861730501,198.910010071,275.1018836615,319.4908889031,573.6111744020001,119.769801301,149.967513421,152.677042661,204.958074721,269.6830686985,342.025419596,552.755566531,1791.5685096153845,34.03132042518029,238.94559420072116,0.7148780089158279,9.0,9.0,1968.7611,2018-01-26,1,80.24866
16,2016-06-03,6.185618744393791,-75.57705315889395,POINT (834018.1545880603 1175998.54734342),5.66211869,42.599625959,95.247675076,106.901413119,164.740032284,170.507017783,189.129412605,360.471673226,535.807855562,581.75882882,718.6001619020001,1028.21919141,157.58625255400003,165.66954607600002,338.310847343,505.161619591,593.760554014,734.771019513,998.441582969,98.091612234,204.232771549,326.925598066,447.815578945,569.005496562,720.259191088,939.471262853,87.744237586,220.225652141,341.96395512,437.72750181,572.819129552,718.3148340979999,932.388558423,137.24130485400002,195.414583644,395.197339746,455.83432323000005,578.988738377,679.432650361,892.4062439950001,1561.8174579326924,3.4740345294658956,230.03230168269232,0.8628026522122897,13.0,1.0,2252.5664,2016-06-03,6,182.1178
17,2018-02-02,6.183819739999149,-75.53640953755726,POINT (838517.3442248207 1175787.0168567798),0.00857691,0.3895295099999999,1.330105655,1.753666255,3.003892995,22.796603342,26.547335894,104.397098657,128.94272446099998,130.43731605399998,186.1431872749,369.3123077749,25.413765632,34.152669392,115.840449532,129.919210046,143.537825879,196.4479715409,382.5684487729,25.715341,64.94981032999999,124.214614616,128.976739496,169.1790495589,204.399653685,395.3100422309,25.672033586,64.533112208,125.008846226,128.55317889600002,180.3568011529,205.268828035,421.6890780149,63.373889284,92.375010962,125.938831466,127.433423059,183.9971429089,209.423982325,446.9335105329,2479.3355823863635,10.301006663929332,211.98557350852272,0.6800017790360884,4.0,1.0,2034.7651,2018-02-02,2,83.34387
18,2018-11-25,6.192852450244776,-75.56198899266786,POINT (835688.1834642206 1176794.0859127399),30.387830605,62.328170215,77.380159645,97.256700875,114.788611945,108.475197856,140.993441598,208.002398435,310.62216998,415.1846275749999,514.3827817050001,773.505883673,75.90744627999999,145.52187176799998,188.437306788,281.69510044,425.577701265,485.0306163249999,753.1515431529999,77.004637818,151.20989071500003,195.018096688,282.235336097,414.322071985,494.4042223450001,742.5021353029999,94.248339778,147.794224845,206.138414126,311.784743358,426.158143615,490.874069615,726.500313859,113.91896562,125.77816748,226.3659614,316.023777533,428.448410465,489.57811091200006,710.181712669,1717.622295673077,10.923783522385817,265.87484975961536,0.38357268846952,13.0,7.0,2252.5664,2018-11-25,11,255.33119
19,2017-12-16,6.253184333687535,-75.52657615750758,POINT (839627.0344649004 1183457.2962419002),0.0,0.035455402,28.409838682,63.990809891,78.20648269099999,129.382932646,142.506367426,234.371437559,264.59724499,359.307411269,423.369731095,653.744542061,141.80313618399998,147.241539878,238.778453937,289.90688619,369.20304854000005,428.510933359,669.135181959,114.096528744,126.061258604,218.259805668,264.998175922,356.627077015,406.418867983,666.919768915,86.803067389,123.883332376,194.190536859,249.618386532,363.017867148,381.559751453,641.357604606,73.969515169,138.600240055,179.451894439,261.610612087,348.077248552,386.009254681,714.759783176,2150.1487926136365,21.448712435635652,209.8670321377841,0.034168094396591187,4.0,6.0,1850.9341,2017-12-16,12,107.387
20,2018-10-08,6.335575744434861,-75.65446139626769,POINT (825497.7112100206 1192612.88752234),10.5432991,70.33208230700001,114.281740627,133.423480297,174.749355447,229.48029499,263.37912042,373.472882506,442.667166606,509.9668238,552.802600475,753.607720485,186.95634459,264.82063835,352.415957886,417.999873876,456.1218305800001,498.640668445,699.5277750549999,158.57986647,227.477348356,327.26003454600004,380.245253239,441.20021108,495.756694055,648.890453135,159.85361028,213.722673186,315.702073886,372.552165269,432.35467362,506.178448455,645.347440355,167.009733536,177.86868937600002,277.400297836,333.94959485999993,387.46385047,498.321686675,634.822036325,3083.2975852272725,12.757587779651988,333.6282848011364,0.10933143442327325,5.0,1.0,1774.0905,2018-10-08,10,238.03741
21,2016-06-04,6.212151747638118,-75.686045491893,POINT (821959.8868802595 1178969.17113406),52.91633174,56.83910209,115.261178837,148.19302584500002,206.000829875,185.070472778,205.349238022,383.736222873,517.691956681,526.819564147,657.33056643,989.419221816,200.324821908,207.064685622,394.225152569,518.387962441,561.130240897,662.309149162,994.508203946,141.053178152,220.194652222,361.849974341,460.722112557,521.279294955,623.9071119770001,933.421131446,113.242360854,251.211908978,372.9657742730001,429.05077294,508.802248617,644.8119138690001,900.685879178,129.455001184,227.345686265,332.935656103,376.367149769,490.656338362,631.6252975790001,845.09780789,2101.979717548077,41.38378436748798,139.797119140625,0.3854240637559157,9.0,3.0,2009.2482,2016-06-04,6,170.37085
