fecha_no,latitud,longitud,geometry,cp1,cp3,cp5,cp7,cp10,lp15_cp1,lp20_cp1,lp30_cp1,lp40_cp1,lp50_cp1,lp60_cp1,lp90_cp1,lp15_cp3,lp20_cp3,lp30_cp3,lp40_cp3,lp50_cp3,lp60_cp3,lp90_cp3,lp15_cp5,lp20_cp5,lp30_cp5,lp40_cp5,lp50_cp5,lp60_cp5,lp90_cp5,lp15_cp7,lp20_cp7,lp30_cp7,lp40_cp7,lp50_cp7,lp60_cp7,lp90_cp7,lp15_cp10,lp20_cp10,lp30_cp10,lp40_cp10,lp50_cp10,lp60_cp10,lp90_cp10
2021-09-14,6.282289565789375,-75.55390300057591,POINT (-75.55390300057591 6.282289565789375),2.7109847,24.70622143,41.035635490000004,80.20897491,158.667419693,224.12732209899997,257.717196838,440.12805804799996,521.706209961,599.6842085103,675.6213236103,892.5309304955999,213.66248157799998,255.97216094799998,460.25847545799996,501.943100571,588.1568861303,658.7388981002999,902.3563739509,216.187393385,253.000798635,478.236850965,489.046442158,570.9911829503,657.2203057603001,935.035735866,203.376981105,264.58330917499995,448.74033792800003,477.242465488,532.9753675503,639.7046331203001,914.7105615609,136.858067162,249.992641212,372.5318309303,441.32639197029994,519.6893598903,572.9194416902999,914.0318577593
2022-10-20,6.349695941646189,-75.69887592972876,POINT (-75.69887592972876 6.349695941646189),16.19243686,36.37662712,40.222205380000005,69.91957716,71.89382153,92.63825059999999,128.127593704,227.10064010399998,340.67013851599995,444.82406082299997,566.379829049,900.220993445,72.187318412,117.09958634200001,253.120995586,355.02943928599996,496.433628036,560.7954898090001,879.220722585,93.824367292,122.674398532,273.220332426,360.520254186,494.2640212779999,575.861463849,886.936620795,86.426591046,140.298771482,268.552469497,369.693183247,469.928691896,600.333832988,860.7651838849999,97.430627706,173.221308882,276.656791797,392.977876517,511.381817762,615.657696347,875.362044845
2021-10-31,6.2390888405853575,-75.48182432994861,POINT (-75.48182432994861 6.239088840585358),5.9875738400000005,32.97567412,109.91495801999999,116.03843219,138.55848689632003,190.76741680632003,235.01324553632003,312.64292730542,401.31968208401,477.03339874401,603.6986967698999,962.648162275,193.21262519632,212.20051411632,299.81862184542,392.66693851401,467.21236291657,605.3710506799,949.6500863050001,125.22995765632,153.00298970542,225.06921367541997,317.91753034400995,420.18867153264006,549.6137473389,877.8325017750001,129.01895178632,161.97295259542,231.16629637542,337.17385359401,452.9061739211,556.0635059422,896.9807347650001,125.47422633,158.37720572,266.70352366509997,331.40504438769,451.42059245810003,578.0761839492,904.938239395
2022-10-07,6.214398508668013,-75.5119300426979,POINT (-75.5119300426979 6.214398508668013),12.324088470499998,28.682962763000003,28.682962763000003,34.914628603900006,65.6684265739,115.06407926,171.54448697,240.12467827,306.8540981434,340.3758182471,388.314526591,635.9358723099999,117.24925964,175.14507669,231.10770945000002,292.27359773340004,351.2056676671,405.80696025300006,621.935181127,136.08810618,194.06892537,236.875621155,292.26974539,368.975403515,409.57800425100004,627.9562137400001,153.47704640999999,191.75651291,247.88890631499999,310.52889963,364.35478067300005,452.62026036000003,625.942168918,169.13827006,188.50498653,262.860597965,295.825287465,344.69787302500004,436.36135096,655.8387534169999
2021-07-18,6.21193791545325,-75.56005749930924,POINT (-75.56005749930924 6.21193791545325),24.70044712,64.52434762,65.87132206,83.10275645,109.44485262,91.3786889,117.02374723999999,217.82066964799998,371.458363517,474.741429229,566.968291019,846.597732399,46.8146328,85.70019632399999,185.07071493799998,339.529142627,464.507170329,571.931057969,809.5222787189999,69.55534693000001,115.84405534800001,205.691158508,346.822797327,482.71355582900003,591.771268919,826.386800559,64.4895732,113.519584358,255.29655837299998,369.432169273,495.75701846900006,590.377389839,813.737131359,71.130627988,117.982429548,271.025929227,385.73681016899997,465.183589409,581.426544879,804.535519279
2021-11-30,6.2782615029674345,-75.6384572904745,POINT (-75.6384572904745 6.278261502967434),1.2206785,11.35244555,42.43676321,72.97955109,88.80148059000001,95.97570573600001,160.97911730599998,205.50327012300002,326.660858113,419.7578647,491.18198222699993,843.3316092780001,100.715161906,165.513322828,260.030380463,319.198472413,410.978151077,522.6161114270001,891.024217678,108.629120273,144.00825424800001,274.82790150799997,337.33421034800006,409.638949981,496.256350767,869.4850512080001,107.84624086800001,110.305122003,239.936302733,323.24557615699996,383.37802271699996,472.768191217,855.8853423779999,92.659886098,111.30656108300002,238.67788695099998,327.691697128,381.578116127,536.253052587,865.891967088
2022-04-03,6.236345364187633,-75.48176740118994,POINT (-75.48176740118994 6.236345364187633),0.80445035,34.19757255,79.89220696730001,102.99705219999998,109.58669957,133.32549908,171.141569578,235.051301658,328.651209608,379.51870064850004,424.838567056,540.8927686659999,108.683172198,154.119791648,233.953579408,334.8658605735,355.8707738685,391.009564626,513.6215329060001,94.846975118,118.988284968,236.445323228,298.3384788205,326.64236927850004,348.543972596,478.696808106,76.48460155800001,96.550242348,218.18747732650002,277.4621743955,315.0602308535,325.667366356,470.600042611,85.69617985800001,124.16219904249999,216.3382681845,273.6195722515,316.4396308015,319.4078172015,466.16259805100003
2023-06-03,6.218883321351139,-75.55883637295527,POINT (-75.55883637295527 6.218883321351139),1.8277532,22.55516326,33.63976392,55.09341497,76.61775903,122.56083265,153.602006107,161.017354937,204.688058817,246.39430842599998,261.76950664599997,440.383964536,129.5651608,136.791206217,140.28994487699998,190.965984397,227.40199978600003,245.229733276,419.656554476,121.63535873999999,129.205344217,147.990505577,184.449872637,220.07841890600002,234.412921776,408.60689280300005,100.336344337,107.75169316700001,145.007475157,164.700483971,201.22748912600002,229.664878666,387.15324175300003,86.227349107,86.22734910700001,129.610037687,171.60430259600003,186.435841046,228.05681594599997,365.628897693
2021-09-15,6.26304338608024,-75.62595603248678,POINT (-75.62595603248678 6.263043386080239),4.31905991,17.89585546,44.5760233,68.6857526,113.350913917,202.608969564,248.75965142,393.85963905999995,551.3737082130001,647.0220043029999,750.92887739,989.946753664,214.79307490399998,263.20605718,445.71406145599997,568.377837693,655.5440529499999,748.96257887,1005.883364324,194.01591235400002,244.811101324,452.710408627,545.188768647,632.124112124,730.783091464,1000.403694508,199.60163875400002,260.92240291400003,488.717622607,560.335988617,614.312850304,735.816136464,1007.9211320679999,178.337150294,277.746669289,449.33664173700004,543.591999207,614.3706465140001,704.186902204,1028.104644028
2022-06-19,6.289591068787802,-75.60241132594618,POINT (-75.60241132594618 6.289591068787802),10.40545901,30.783013939999996,63.590102255000005,90.75663921900001,125.856189219,171.005782444,284.273474664,350.91128209500005,513.645708494,586.821255514,687.2525261630001,990.820454677,221.883841534,270.550078955,378.27956654499997,513.611514744,581.425638864,682.373413293,974.9475843626,226.865430919,250.821184868,377.53848278,529.9302292689999,568.714095789,655.737097578,997.4031134236,207.733930118,238.52573732800002,357.671904946,498.80089660500005,539.131368955,623.788124314,985.8968593836,184.917542096,226.942365796,357.631127935,468.600305255,559.970079564,592.361843978,954.5085705216001
2021-10-11,6.28682057684575,-75.58304809213372,POINT (-75.58304809213372 6.28682057684575),3.7038749600000003,4.31225623,24.52721958,33.39590816,39.58672721,69.20090831499999,144.084078955,212.74468653499997,336.412733934,405.54004286400004,585.7917288399999,781.7160304939999,103.209377915,161.76122467500002,236.019865505,360.709855834,447.53432854000005,624.91259322,802.3276922739999,122.436171584,141.546261325,247.53329873,346.936864614,469.55733836499996,611.22528754,799.325613234,134.707413948,154.745170285,282.62374451,351.418387194,490.349974965,602.3565989599999,791.278115784,129.43575063999998,169.157860205,285.91331414,365.773724554,549.809141115,597.160482364,787.5508144539999
2021-06-26,6.242114412818662,-75.67457468671542,POINT (-75.67457468671542 6.242114412818662),8.29168094,77.658274105,92.452173805,134.65698198500002,185.93721295,239.51929036,343.776652015,482.01105977,614.37365313,763.3649433200001,933.0025928724999,1216.3670012525001,234.05784081000002,294.37292039,439.59507737,633.02856543,719.4942014750001,872.0434127725,1181.8711499625,262.1519614,318.50856658,454.29754395000003,626.68460043,761.105490175,861.1501745525001,1193.8148670725,229.64824528999998,322.70628482,420.5534526,599.1921098299999,746.105761709,824.8034492424999,1203.0950387462003,224.26076593,286.57743193600004,422.37951911999994,578.8386851099999,718.062219319,765.1727414224999,1186.8177187862002
2022-11-21,6.322316203312804,-75.70826966383584,POINT (-75.70826966383584 6.322316203312804),18.22993821,34.9560273,45.09487825,72.29537593399999,115.045037944,155.73201699999998,189.988381525,293.86367565499995,448.17925196600004,495.55381517600006,608.2029433350001,920.0708125615,168.060392928,174.562855428,328.16049185500003,437.59334564600005,501.40880257,610.9798973750001,951.199161478,165.514230818,210.39409059500002,332.31284921499997,442.897185844,496.22166390300004,633.184086793,955.504343198,143.28537974,200.14481475000002,317.70174826,436.135184615,488.397499403,640.016205573,948.2881056140001,138.06533622,193.45408213000002,360.695875488,406.75332342599995,502.2607682330001,631.833391335,960.9654939479999
2021-05-18,6.326219290693982,-75.70957226891886,POINT (-75.70957226891886 6.326219290693982),38.068605340000005,63.681603730999996,71.436973611,74.476581261,170.68596074099997,252.05326712800002,366.49010527400003,448.258910537,550.248930724,655.869902574,796.4192957539999,1122.183366152,247.6514486361,357.975246535,472.851249874,591.1697653240001,667.24814292,799.0125081870001,1121.801134202,285.0613560061,358.11689115499996,468.24466218400005,594.256248334,681.3100986740001,830.865963137,1132.6810837320002,347.180269005,404.64149699999996,478.17285252,613.2135262200001,709.473710523,849.776696803,1145.8010699679999,262.691474063,329.59464242,431.72693389000005,532.04591193,661.702490873,844.468739913,1097.6247013860002
2024-05-22,6.188570431960218,-75.64881041402711,POINT (-75.64881041402711 6.188570431960218),15.8007389,15.8007389,16.186921605,44.30571794,59.74546367,113.29758721999998,185.23272953999998,285.19425688999996,337.19762461,381.083622535,424.51830496499997,465.584693795,144.55402649,196.76608151,302.52730633,336.93066797999995,404.432648885,427.358029535,465.31773716500004,181.73975973,216.80800997,314.80219850000003,337.20871420000003,404.359960585,441.83817875500006,465.10004867,168.65016385,215.67974673,303.74142182,315.69918244999997,387.158745725,414.60882767500004,437.87069759,172.94405855999997,233.28875918,292.72612258999993,333.12272395499997,380.046802945,399.36717444499993,421.23609726000007
2023-04-22,6.178130369949566,-75.6369706888704,POINT (-75.6369706888704 6.178130369949566),2.34937757,9.320037083999999,17.08178214,43.754539570000006,54.06339637,65.77411887400001,85.92070246400002,140.430457681,223.96516030099997,304.479583461,326.422202491,394.115278424,69.24113298,82.1654462544,134.528874521,242.046060581,299.228024311,327.88184534100003,392.15799966400004,70.19370641,99.17587714199999,144.270278101,247.201930566,298.523908221,328.191604341,410.57612196440004,45.533081114400005,86.831728062,123.811295421,244.589703351,271.851150791,303.637256407,386.11528597439997,62.194262912,83.859660581,157.486724121,252.224587161,261.542293991,295.194855564,404.5087308044
2022-02-21,6.212312527935406,-75.54497331364499,POINT (-75.54497331364499 6.212312527935406),3.83586886,35.700428273,36.697997473,43.913096653,59.783303253,88.309962135,106.87718739499999,112.135600705,127.217592881,195.62950476499998,237.01678571500003,360.69029935000003,73.855549872,73.855549872,79.11396318199999,95.508396132,167.66658993200002,208.96178208199998,347.17485860700003,72.85798067200001,72.919627722,79.53971578200002,109.91912535200001,178.127979182,216.111373162,350.35810118700005,65.642881492,68.937761972,72.324616602,137.62675103200002,184.030399392,230.047918042,343.14300200699995,49.834321941999995,55.03108820200001,68.91547067799999,132.236182362,168.638243712,214.177711442,352.626985617
2021-06-15,6.32622583421376,-75.70748784358572,POINT (-75.70748784358572 6.32622583421376),18.338789839999997,34.99731495,50.99495363,105.86880592,140.384420309,237.181032029,288.03737190900006,398.9316301,515.30461621,756.906876635,867.402119816,1191.6991700059998,237.21177958,288.00636424,391.52475000100003,544.700804271,746.193834356,852.239869837,1218.3194272760002,247.86262627999997,294.94888819000005,379.896460501,604.497652483,783.3909559479999,847.602820531,1231.5796762159998,207.02968914999997,238.29157615999998,345.18007865100003,567.455992706,727.056969728,812.850140088,1245.338187611,202.73340485,263.5195258,389.335370541,634.861246166,711.098753527,806.926448058,1248.7631767409998
