fecha_ho_1,fecha_no,latitud,longitud,geometry
2022-05-12,2022-12-17,6.181882461275121,-75.6508853564801,POINT (-75.6508853564801 6.181882461275121)
2022-06-12,2024-04-01,6.1961102414188485,-75.6807229355644,POINT (-75.6807229355644 6.196110241418848)
2022-05-10,2016-08-16,6.248114859,-75.499618177,POINT (-75.499618177 6.248114859)
2022-05-17,2017-09-24,6.18788766,-75.659154457,POINT (-75.659154457 6.18788766)
2022-05-16,2017-02-14,6.271979852896619,-75.61482207298343,POINT (-75.61482207298343 6.271979852896619)
2021-11-10,2020-11-04,6.28713011799999,-75.598233282,POINT (-75.598233282 6.287130118)
2022-05-18,2016-11-04,6.21190509002407,-75.67189359445896,POINT (-75.67189359445896 6.21190509002407)
2022-05-10,2021-03-05,6.26694673488131,-75.60465552540363,POINT (-75.60465552540363 6.26694673488131)
2022-05-18,2020-04-25,6.199727995999979,-75.662800832,POINT (-75.662800832 6.199727995999979)
2022-05-18,2024-12-21,6.203581357214733,-75.60474670886063,POINT (-75.60474670886063 6.203581357214733)
2022-05-20,2022-09-18,6.282367,-75.662796,POINT (-75.662796 6.282367)
2022-05-19,2020-07-21,6.2737643521844495,-75.6525421643237,POINT (-75.6525421643237 6.273764352184449)
