,id,fecha_hora,nombre_del,entidad,cargo,fecha_ho_1,incertidum,latitud,longitud,incertid_1,tipo_movim,origen,municipio,corregimie,vereda_bar,sector,direccion,muertes,heridos,desapareci,otras_afec,fuente,observacio,validado,DEM_mean,slope_mean,aspect_mean,nhd_mean,geo,cober,pre_anual,fecha,mes,pre_mensual
384,646,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/26 16:30:00.000,Baja,6.19828384099998,-75.59272732,Media,Deslizamiento,Lluvia,Medellín,Comuna 15 Guayabal,La Colina,,Calle 12 Sur # 53 - 85,0.0,0.0,,,DAGRD,,1,1520.7486049107142,19.68497794015067,173.99562290736608,0.2111917563847133,8.0,8.0,2252.5664,2022-04-26 16:30:00,4,248.35503
385,647,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021/05/21 18:30:00.000,Baja,6.26861381700002,-75.539630706,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,La Cruz,,Carrera 25 # 75 C - 133 Interior 122,0.0,0.0,,,DAGRD,,1,1943.3826349431818,31.425820090553977,209.92258522727272,0.6403441429138184,4.0,8.0,1850.9341,2021-05-21 18:30:00,5,223.04109
386,648,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/05/23 08:30:00.000,Baja,6.18126511100002,-75.662353448,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,San Antonio de Prado,,Carrera 86 A # 44 B Sur - 27,0.0,0.0,,,DAGRD,,1,2001.6436941964287,22.34185791015625,89.19285365513393,0.5974249158586774,14.0,7.0,2044.8639,2022-05-23 08:30:00,5,274.5251
387,649,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/05 05:00:00.000,Baja,6.237587296743266,-75.51106781083001,Media,Caída de rocas,Lluvia,Medellín,Corregimiento 90 Santa Elena,Media Luna,,,0.0,0.0,,,DAGRD,,1,2355.7444661458335,34.8607432047526,278.1744384765625,0.8042565981547037,1.0,9.0,1969.9814,2022-04-05 05:00:00,4,212.92358
388,650,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/22 20:30:00.000,Baja,6.26001234699999,-75.621835981,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Antonio Nariño,,Calle 48 B # 107 B - 55 Interior no posee,0.0,0.0,,,DAGRD,,1,1632.1827799479167,20.03599802652995,247.5191650390625,0.8339180946350098,8.0,7.0,1864.2473,2022-04-22 20:30:00,4,201.95624
389,651,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/03/06 21:30:00.000,Baja,6.27320620500001,-75.614442555,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Calle 58 # 104 C - 53 Dirección de referencia,0.0,0.0,,,DAGRD,,1,1683.2190504807693,21.03009502704327,163.98065655048077,0.3175180508540227,9.0,7.0,1864.2473,2022-03-06 21:30:00,3,132.27205
390,652,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/23 20:00:00.000,Baja,6.27541028899998,-75.652753282,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,El Patio,,Calle 62 B # 146 - 197,0.0,0.0,,,DAGRD,,1,1994.3352864583333,16.606096903483074,193.637939453125,0.29904162883758545,8.0,0.0,1934.6694,2022-04-23 20:00:00,4,202.44017
391,653,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021/06/26 14:34:00.000,Baja,6.287691841702572,-75.59939191699553,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Monteclaro,,Calle 70 C # 95 - 27 De referencia,0.0,0.0,,,DAGRD,,1,1812.852627840909,26.500416148792613,227.45609907670453,0.9070914008400657,12.0,2.0,1999.781,2021-06-26 14:34:00,6,146.82257
392,654,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/03/01 14:00:00.000,Baja,6.272619914926698,-75.54296789460864,Media,Caída de rocas,Lluvia,Medellín,Comuna 3 Manrique,Oriente,,Calle 82 # 28 - 49 Interior 105,0.0,0.0,,,DAGRD,,1,1857.9705255681818,35.90688809481534,198.59841086647728,0.4401762268759988,4.0,8.0,1850.9341,2022-03-01 14:00:00,3,148.31581
393,655,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022/04/26 15:00:00.000,Baja,6.27623895571844,-75.54125695342071,Media,Caída de rocas,Lluvia,Medellín,Comuna 3 Manrique,Oriente,,Calle 84 C # 25 A - 64,0.0,0.0,,,DAGRD,,1,1976.5672200520833,37.47736104329427,287.1935221354167,0.6348134279251099,4.0,8.0,1850.9341,2022-04-26 15:00:00,4,208.7147
